name,date,lat,lon,length_km,width_km,area_km2,source
A-76A,2026-02-28,-68.1344,-48.0857,135,26,2983.5,demo_simulation
A-76A,2026-02-21,-68.2026,-47.9147,135,26,2983.5,demo_simulation
A-76A,2026-02-14,-68.2102,-47.7589,135,26,2983.5,demo_simulation
A-76A,2026-02-07,-68.2237,-47.6904,135,26,2983.5,demo_simulation
A-76A,2026-01-31,-68.2752,-47.4186,135,26,2983.5,demo_simulation
A-76A,2026-01-24,-68.301,-47.3198,135,26,2983.5,demo_simulation
A-76A,2026-01-17,-68.314,-47.1772,135,26,2983.5,demo_simulation
A-76A,2026-01-10,-68.4094,-47.0568,135,26,2983.5,demo_simulation
A-76A,2026-01-03,-68.4443,-46.815,135,26,2983.5,demo_simulation
A-76A,2025-12-27,-68.4249,-46.7665,135,26,2983.5,demo_simulation
A-76A,2025-12-20,-68.4554,-46.6444,135,26,2983.5,demo_simulation
A-76A,2025-12-13,-68.5088,-46.5085,135,26,2983.5,demo_simulation
A-76A,2025-12-06,-68.5527,-46.3995,135,26,2983.5,demo_simulation
A-76A,2025-11-29,-68.6002,-46.2455,135,26,2983.5,demo_simulation
A-76A,2025-11-22,-68.6322,-46.1067,135,26,2983.5,demo_simulation
A-76A,2025-11-15,-68.6865,-45.907,135,26,2983.5,demo_simulation
A-76A,2025-11-08,-68.6499,-45.6952,135,26,2983.5,demo_simulation
A-76A,2025-11-01,-68.7831,-45.7349,135,26,2983.5,demo_simulation
A-76A,2025-10-25,-68.8156,-45.4655,135,26,2983.5,demo_simulation
A-76A,2025-10-18,-68.8039,-45.3594,135,26,2983.5,demo_simulation
A-76A,2025-10-11,-68.8615,-45.2775,135,26,2983.5,demo_simulation
A-76A,2025-10-04,-68.8448,-45.0554,135,26,2983.5,demo_simulation
A-76A,2025-09-27,-68.976,-44.9775,135,26,2983.5,demo_simulation
A-76A,2025-09-20,-68.9227,-44.8377,135,26,2983.5,demo_simulation
A-76A,2025-09-13,-68.9845,-44.6444,135,26,2983.5,demo_simulation
A-76A,2025-09-06,-69.0414,-44.5409,135,26,2983.5,demo_simulation
A-76B,2026-09-05,-68.8784,-53.1656,89,18,1361.7,demo_simulation
A-76B,2026-08-29,-68.9504,-53.1101,89,18,1361.7,demo_simulation
A-76B,2026-08-22,-68.9435,-52.8795,89,18,1361.7,demo_simulation
A-76B,2026-08-15,-68.9647,-52.8463,89,18,1361.7,demo_simulation
A-76B,2026-08-08,-69.0832,-52.5968,89,18,1361.7,demo_simulation
A-76B,2026-08-01,-69.0652,-52.4518,89,18,1361.7,demo_simulation
A-76B,2026-07-25,-69.1075,-52.3253,89,18,1361.7,demo_simulation
A-76B,2026-07-18,-69.1381,-52.2155,89,18,1361.7,demo_simulation
A-76B,2026-07-11,-69.1589,-52.0191,89,18,1361.7,demo_simulation
A-76B,2026-07-04,-69.2498,-51.9407,89,18,1361.7,demo_simulation
A-76B,2026-06-27,-69.2455,-51.7971,89,18,1361.7,demo_simulation
A-76B,2026-06-20,-69.2571,-51.7358,89,18,1361.7,demo_simulation
A-76B,2026-06-13,-69.3106,-51.4799,89,18,1361.7,demo_simulation
A-76B,2026-06-06,-69.3731,-51.3626,89,18,1361.7,demo_simulation
A-76B,2026-05-30,-69.402,-51.2014,89,18,1361.7,demo_simulation
A-76B,2026-05-23,-69.4001,-51.1494,89,18,1361.7,demo_simulation
A-76B,2026-05-16,-69.4652,-50.9431,89,18,1361.7,demo_simulation
A-76B,2026-05-09,-69.5214,-50.842,89,18,1361.7,demo_simulation
A-76B,2026-05-02,-69.5229,-50.6433,89,18,1361.7,demo_simulation
A-76B,2026-04-25,-69.5572,-50.5519,89,18,1361.7,demo_simulation
A-76B,2026-04-18,-69.5701,-50.4361,89,18,1361.7,demo_simulation
A-76B,2026-04-11,-69.6604,-50.2467,89,18,1361.7,demo_simulation
A-76B,2026-04-04,-69.6437,-50.1382,89,18,1361.7,demo_simulation
A-76B,2026-03-28,-69.6938,-49.9874,89,18,1361.7,demo_simulation
A-76B,2026-03-21,-69.7443,-49.7353,89,18,1361.7,demo_simulation
A-76B,2026-03-14,-69.7991,-49.6355,89,18,1361.7,demo_simulation
A-76B,2026-03-07,-69.8125,-49.4786,89,18,1361.7,demo_simulation
A-76B,2026-02-28,-69.83,-49.4742,89,18,1361.7,demo_simulation
A-76B,2026-02-21,-69.8713,-49.3013,89,18,1361.7,demo_simulation
A-76B,2026-02-14,-69.933,-49.157,89,18,1361.7,demo_simulation
A-76B,2026-02-07,-69.9655,-49.0536,89,18,1361.7,demo_simulation
A-76B,2026-01-31,-69.9982,-48.8702,89,18,1361.7,demo_simulation
A-76B,2026-01-24,-70.0215,-48.7837,89,18,1361.7,demo_simulation
A-76B,2026-01-17,-70.0798,-48.4989,89,18,1361.7,demo_simulation
A-76B,2026-01-10,-70.1215,-48.4278,89,18,1361.7,demo_simulation
A-76B,2026-01-03,-70.1353,-48.2617,89,18,1361.7,demo_simulation
A-76B,2025-12-27,-70.1627,-48.1609,89,18,1361.7,demo_simulation
A-76B,2025-12-20,-70.1976,-48.053,89,18,1361.7,demo_simulation
A-76B,2025-12-13,-70.2167,-47.9223,89,18,1361.7,demo_simulation
A-76B,2025-12-06,-70.2853,-47.7983,89,18,1361.7,demo_simulation
A-76B,2025-11-29,-70.3396,-47.6023,89,18,1361.7,demo_simulation
A-76B,2025-11-22,-70.3557,-47.43,89,18,1361.7,demo_simulation
A-76B,2025-11-15,-70.4126,-47.2732,89,18,1361.7,demo_simulation
A-76B,2025-11-08,-70.4321,-47.1573,89,18,1361.7,demo_simulation
A-76B,2025-11-01,-70.4414,-46.9549,89,18,1361.7,demo_simulation
A-76B,2025-10-25,-70.4861,-46.9132,89,18,1361.7,demo_simulation
A-76B,2025-10-18,-70.5125,-46.7484,89,18,1361.7,demo_simulation
A-76B,2025-10-11,-70.546,-46.6337,89,18,1361.7,demo_simulation
A-76B,2025-10-04,-70.5733,-46.4795,89,18,1361.7,demo_simulation
A-76B,2025-09-27,-70.6269,-46.2634,89,18,1361.7,demo_simulation
A-76B,2025-09-20,-70.6622,-46.2464,89,18,1361.7,demo_simulation
A-76B,2025-09-13,-70.7401,-45.9881,89,18,1361.7,demo_simulation
A-76B,2025-09-06,-70.6819,-45.8816,89,18,1361.7,demo_simulation
A-83,2026-09-05,-74.5075,-60.1053,105,31,2766.8,demo_simulation
A-83,2026-08-29,-74.5531,-59.9379,105,31,2766.8,demo_simulation
A-83,2026-08-22,-74.5887,-59.8017,105,31,2766.8,demo_simulation
A-83,2026-08-15,-74.6524,-59.7326,105,31,2766.8,demo_simulation
A-83,2026-08-08,-74.6299,-59.5874,105,31,2766.8,demo_simulation
A-83,2026-08-01,-74.6902,-59.4921,105,31,2766.8,demo_simulation
A-83,2026-07-25,-74.7194,-59.268,105,31,2766.8,demo_simulation
A-83,2026-07-18,-74.7849,-59.0767,105,31,2766.8,demo_simulation
A-83,2026-07-11,-74.7567,-58.9235,105,31,2766.8,demo_simulation
A-83,2026-07-04,-74.7916,-58.8081,105,31,2766.8,demo_simulation
A-83,2026-06-27,-74.845,-58.6577,105,31,2766.8,demo_simulation
A-83,2026-06-20,-74.8841,-58.6081,105,31,2766.8,demo_simulation
A-83,2026-06-13,-74.8983,-58.3654,105,31,2766.8,demo_simulation
A-83,2026-06-06,-74.9396,-58.2598,105,31,2766.8,demo_simulation
A-83,2026-05-30,-75.0381,-58.1334,105,31,2766.8,demo_simulation
A-83,2026-05-23,-75.0259,-57.9591,105,31,2766.8,demo_simulation
A-83,2026-05-16,-75.0984,-57.7858,105,31,2766.8,demo_simulation
A-83,2026-05-09,-75.0932,-57.7513,105,31,2766.8,demo_simulation
A-83,2026-05-02,-75.1112,-57.5307,105,31,2766.8,demo_simulation
A-83,2026-04-25,-75.1744,-57.3938,105,31,2766.8,demo_simulation
A-83,2026-04-18,-75.1896,-57.2997,105,31,2766.8,demo_simulation
A-83,2026-04-11,-75.2105,-57.1844,105,31,2766.8,demo_simulation
A-83,2026-04-04,-75.2579,-57.0123,105,31,2766.8,demo_simulation
A-83,2026-03-28,-75.3021,-56.7958,105,31,2766.8,demo_simulation
A-83,2026-03-21,-75.2936,-56.7028,105,31,2766.8,demo_simulation
A-83,2026-03-14,-75.3662,-56.6248,105,31,2766.8,demo_simulation
A-83,2026-03-07,-75.4078,-56.4775,105,31,2766.8,demo_simulation
A-83,2026-02-28,-75.4697,-56.3246,105,31,2766.8,demo_simulation
A-83,2026-02-21,-75.4548,-56.1777,105,31,2766.8,demo_simulation
A-83,2026-02-14,-75.499,-56.0993,105,31,2766.8,demo_simulation
A-83,2026-02-07,-75.5375,-55.9948,105,31,2766.8,demo_simulation
A-83,2026-01-31,-75.5836,-55.7393,105,31,2766.8,demo_simulation
A-83,2026-01-24,-75.571,-55.6251,105,31,2766.8,demo_simulation
A-83,2026-01-17,-75.671,-55.4859,105,31,2766.8,demo_simulation
A-83,2026-01-10,-75.6871,-55.2769,105,31,2766.8,demo_simulation
A-83,2026-01-03,-75.7008,-55.166,105,31,2766.8,demo_simulation
A-83,2025-12-27,-75.7694,-54.988,105,31,2766.8,demo_simulation
A-83,2025-12-20,-75.8073,-54.906,105,31,2766.8,demo_simulation
A-83,2025-12-13,-75.8619,-54.7995,105,31,2766.8,demo_simulation
A-83,2025-12-06,-75.8647,-54.6369,105,31,2766.8,demo_simulation
A-83,2025-11-29,-75.9067,-54.5532,105,31,2766.8,demo_simulation
A-83,2025-11-22,-75.9616,-54.377,105,31,2766.8,demo_simulation
A-83,2025-11-15,-75.9928,-54.2275,105,31,2766.8,demo_simulation
A-83,2025-11-08,-75.9761,-54.0696,105,31,2766.8,demo_simulation
A-83,2025-11-01,-76.0602,-53.8682,105,31,2766.8,demo_simulation
A-83,2025-10-25,-76.0623,-53.8379,105,31,2766.8,demo_simulation
A-83,2025-10-18,-76.1167,-53.7793,105,31,2766.8,demo_simulation
A-83,2025-10-11,-76.1456,-53.5343,105,31,2766.8,demo_simulation
A-83,2025-10-04,-76.1666,-53.3765,105,31,2766.8,demo_simulation
A-83,2025-09-27,-76.2513,-53.2016,105,31,2766.8,demo_simulation
A-83,2025-09-20,-76.259,-53.0694,105,31,2766.8,demo_simulation
A-83,2025-09-13,-76.2533,-52.9989,105,31,2766.8,demo_simulation
A-83,2025-09-06,-76.3051,-52.825,105,31,2766.8,demo_simulation
B-22A,2026-09-05,-72.0805,-102.2015,58,14,690.2,demo_simulation
B-22A,2026-08-29,-72.1356,-102.1607,58,14,690.2,demo_simulation
B-22A,2026-08-22,-72.139,-102.0744,58,14,690.2,demo_simulation
B-22A,2026-08-15,-72.178,-101.8828,58,14,690.2,demo_simulation
B-22A,2026-08-08,-72.2206,-101.7408,58,14,690.2,demo_simulation
B-22A,2026-08-01,-72.2957,-101.5645,58,14,690.2,demo_simulation
B-22A,2026-07-25,-72.3206,-101.4616,58,14,690.2,demo_simulation
B-22A,2026-07-18,-72.2774,-101.2481,58,14,690.2,demo_simulation
B-22A,2026-07-11,-72.3767,-101.1863,58,14,690.2,demo_simulation
B-22A,2026-07-04,-72.3948,-101.0795,58,14,690.2,demo_simulation
B-22A,2026-06-27,-72.4395,-100.925,58,14,690.2,demo_simulation
B-22A,2026-06-20,-72.4682,-100.7367,58,14,690.2,demo_simulation
B-22A,2026-06-13,-72.5074,-100.6215,58,14,690.2,demo_simulation
B-22A,2026-06-06,-72.5497,-100.5134,58,14,690.2,demo_simulation
B-22A,2026-05-30,-72.598,-100.3504,58,14,690.2,demo_simulation
B-22A,2026-05-23,-72.6434,-100.2329,58,14,690.2,demo_simulation
B-22A,2026-05-16,-72.6732,-100.0676,58,14,690.2,demo_simulation
B-22A,2026-05-09,-72.695,-99.984,58,14,690.2,demo_simulation
B-22A,2026-05-02,-72.7169,-99.7771,58,14,690.2,demo_simulation
B-22A,2026-04-25,-72.7577,-99.684,58,14,690.2,demo_simulation
B-22A,2026-04-18,-72.7676,-99.5443,58,14,690.2,demo_simulation
B-22A,2026-04-11,-72.8174,-99.2854,58,14,690.2,demo_simulation
B-22A,2026-04-04,-72.8535,-99.3173,58,14,690.2,demo_simulation
B-22A,2026-03-28,-72.8961,-99.0468,58,14,690.2,demo_simulation
B-22A,2026-03-21,-72.9147,-98.9515,58,14,690.2,demo_simulation
B-22A,2026-03-14,-72.9638,-98.7664,58,14,690.2,demo_simulation
B-22A,2026-03-07,-72.9669,-98.6379,58,14,690.2,demo_simulation
B-22A,2026-02-28,-73.0405,-98.5137,58,14,690.2,demo_simulation
B-22A,2026-02-21,-73.073,-98.3382,58,14,690.2,demo_simulation
B-22A,2026-02-14,-73.107,-98.2765,58,14,690.2,demo_simulation
B-22A,2026-02-07,-73.1491,-98.1036,58,14,690.2,demo_simulation
B-22A,2026-01-31,-73.169,-98.1026,58,14,690.2,demo_simulation
B-22A,2026-01-24,-73.191,-97.8305,58,14,690.2,demo_simulation
B-22A,2026-01-17,-73.2557,-97.6469,58,14,690.2,demo_simulation
B-22A,2026-01-10,-73.309,-97.5846,58,14,690.2,demo_simulation
B-22A,2026-01-03,-73.3064,-97.2926,58,14,690.2,demo_simulation
B-22A,2025-12-27,-73.3725,-97.3688,58,14,690.2,demo_simulation
B-22A,2025-12-20,-73.3813,-97.2112,58,14,690.2,demo_simulation
B-22A,2025-12-13,-73.4246,-96.9324,58,14,690.2,demo_simulation
B-22A,2025-12-06,-73.4766,-96.744,58,14,690.2,demo_simulation
B-22A,2025-11-29,-73.5126,-96.6398,58,14,690.2,demo_simulation
B-22A,2025-11-22,-73.5502,-96.5508,58,14,690.2,demo_simulation
B-22A,2025-11-15,-73.5852,-96.4446,58,14,690.2,demo_simulation
B-22A,2025-11-08,-73.5991,-96.2821,58,14,690.2,demo_simulation
B-22A,2025-11-01,-73.6778,-96.0261,58,14,690.2,demo_simulation
B-22A,2025-10-25,-73.6718,-95.9761,58,14,690.2,demo_simulation
B-22A,2025-10-18,-73.7326,-95.8771,58,14,690.2,demo_simulation
B-22A,2025-10-11,-73.7629,-95.8063,58,14,690.2,demo_simulation
B-22A,2025-10-04,-73.7805,-95.5793,58,14,690.2,demo_simulation
B-22A,2025-09-27,-73.7984,-95.4838,58,14,690.2,demo_simulation
B-22A,2025-09-20,-73.8535,-95.3117,58,14,690.2,demo_simulation
B-22A,2025-09-13,-73.9183,-95.1623,58,14,690.2,demo_simulation
B-22A,2025-09-06,-73.9123,-94.9535,58,14,690.2,demo_simulation
C-38,2026-09-05,-64.8289,148.6962,31,9,237.2,demo_simulation
C-38,2026-08-29,-64.8192,148.7861,31,9,237.2,demo_simulation
C-38,2026-08-22,-64.8781,148.8923,31,9,237.2,demo_simulation
C-38,2026-08-15,-64.9285,149.0322,31,9,237.2,demo_simulation
C-38,2026-08-08,-64.9403,149.2708,31,9,237.2,demo_simulation
C-38,2026-08-01,-64.9744,149.3843,31,9,237.2,demo_simulation
C-38,2026-07-25,-65.0002,149.5655,31,9,237.2,demo_simulation
C-38,2026-07-18,-65.0523,149.6291,31,9,237.2,demo_simulation
C-38,2026-07-11,-65.0839,149.8719,31,9,237.2,demo_simulation
C-38,2026-07-04,-65.1457,150.0581,31,9,237.2,demo_simulation
C-38,2026-06-27,-65.0969,150.0602,31,9,237.2,demo_simulation
C-38,2026-06-20,-65.1936,150.1841,31,9,237.2,demo_simulation
C-38,2026-06-13,-65.2069,150.4347,31,9,237.2,demo_simulation
C-38,2026-06-06,-65.2489,150.457,31,9,237.2,demo_simulation
C-38,2026-05-30,-65.278,150.6322,31,9,237.2,demo_simulation
C-38,2026-05-23,-65.309,150.7857,31,9,237.2,demo_simulation
C-38,2026-05-16,-65.3805,150.9488,31,9,237.2,demo_simulation
C-38,2026-05-09,-65.3595,151.1224,31,9,237.2,demo_simulation
C-38,2026-05-02,-65.4185,151.2051,31,9,237.2,demo_simulation
C-38,2026-04-25,-65.4635,151.3276,31,9,237.2,demo_simulation
C-38,2026-04-18,-65.5042,151.5327,31,9,237.2,demo_simulation
C-38,2026-04-11,-65.5241,151.6745,31,9,237.2,demo_simulation
C-38,2026-04-04,-65.5704,151.7496,31,9,237.2,demo_simulation
C-38,2026-03-28,-65.6129,152.0196,31,9,237.2,demo_simulation
C-38,2026-03-21,-65.6339,152.0211,31,9,237.2,demo_simulation
C-38,2026-03-14,-65.6546,152.1531,31,9,237.2,demo_simulation
C-38,2026-03-07,-65.726,152.3822,31,9,237.2,demo_simulation
C-38,2026-02-28,-65.7182,152.5235,31,9,237.2,demo_simulation
C-38,2026-02-21,-65.7739,152.667,31,9,237.2,demo_simulation
C-38,2026-02-14,-65.806,152.7652,31,9,237.2,demo_simulation
C-38,2026-02-07,-65.8054,152.8426,31,9,237.2,demo_simulation
C-38,2026-01-31,-65.8703,152.9853,31,9,237.2,demo_simulation
C-38,2026-01-24,-65.9165,153.1203,31,9,237.2,demo_simulation
C-38,2026-01-17,-66.0037,153.2413,31,9,237.2,demo_simulation
C-38,2026-01-10,-66.0257,153.3895,31,9,237.2,demo_simulation
C-38,2026-01-03,-66.0886,153.5581,31,9,237.2,demo_simulation
C-38,2025-12-27,-66.0621,153.6801,31,9,237.2,demo_simulation
C-38,2025-12-20,-66.0985,153.8487,31,9,237.2,demo_simulation
C-38,2025-12-13,-66.1233,154.0398,31,9,237.2,demo_simulation
C-38,2025-12-06,-66.1759,154.0528,31,9,237.2,demo_simulation
C-38,2025-11-29,-66.1886,154.3141,31,9,237.2,demo_simulation
C-38,2025-11-22,-66.2254,154.4373,31,9,237.2,demo_simulation
C-38,2025-11-15,-66.3117,154.4691,31,9,237.2,demo_simulation
C-38,2025-11-08,-66.3048,154.7539,31,9,237.2,demo_simulation
C-38,2025-11-01,-66.3455,154.7937,31,9,237.2,demo_simulation
C-38,2025-10-25,-66.375,155.0965,31,9,237.2,demo_simulation
C-38,2025-10-18,-66.3775,155.0939,31,9,237.2,demo_simulation
C-38,2025-10-11,-66.4367,155.3034,31,9,237.2,demo_simulation
C-38,2025-10-04,-66.4593,155.3749,31,9,237.2,demo_simulation
C-38,2025-09-27,-66.5293,155.5645,31,9,237.2,demo_simulation
C-38,2025-09-20,-66.5709,155.6352,31,9,237.2,demo_simulation
C-38,2025-09-13,-66.5833,155.8893,31,9,237.2,demo_simulation
C-38,2025-09-06,-66.5986,155.9147,31,9,237.2,demo_simulation
D-15A,2026-09-05,-66.077,95.3964,77,22,1439.9,demo_simulation
D-15A,2026-08-29,-66.1582,95.6236,77,22,1439.9,demo_simulation
D-15A,2026-08-22,-66.2037,95.5919,77,22,1439.9,demo_simulation
D-15A,2026-08-15,-66.2168,95.8082,77,22,1439.9,demo_simulation
D-15A,2026-08-08,-66.2584,96.1089,77,22,1439.9,demo_simulation
D-15A,2026-08-01,-66.2673,96.0281,77,22,1439.9,demo_simulation
D-15A,2026-07-25,-66.3013,96.2138,77,22,1439.9,demo_simulation
D-15A,2026-07-18,-66.338,96.3202,77,22,1439.9,demo_simulation
D-15A,2026-07-11,-66.3647,96.5462,77,22,1439.9,demo_simulation
D-15A,2026-07-04,-66.4251,96.6454,77,22,1439.9,demo_simulation
D-15A,2026-06-27,-66.4812,96.8284,77,22,1439.9,demo_simulation
D-15A,2026-06-20,-66.4557,96.9426,77,22,1439.9,demo_simulation
D-15A,2026-06-13,-66.5418,97.0351,77,22,1439.9,demo_simulation
D-15A,2026-06-06,-66.5366,97.187,77,22,1439.9,demo_simulation
D-15A,2026-05-30,-66.6147,97.4596,77,22,1439.9,demo_simulation
D-15A,2026-05-23,-66.6072,97.4402,77,22,1439.9,demo_simulation
D-15A,2026-05-16,-66.6585,97.5753,77,22,1439.9,demo_simulation
D-15A,2026-05-09,-66.6832,97.8684,77,22,1439.9,demo_simulation
D-15A,2026-05-02,-66.7278,97.9226,77,22,1439.9,demo_simulation
D-15A,2026-04-25,-66.7918,97.9661,77,22,1439.9,demo_simulation
D-15A,2026-04-18,-66.8136,98.1974,77,22,1439.9,demo_simulation
D-15A,2026-04-11,-66.8398,98.3599,77,22,1439.9,demo_simulation
D-15A,2026-04-04,-66.8047,98.456,77,22,1439.9,demo_simulation
D-15A,2026-03-28,-66.8981,98.6515,77,22,1439.9,demo_simulation
D-15A,2026-03-21,-66.8982,98.7461,77,22,1439.9,demo_simulation
D-15A,2026-03-14,-66.9586,99.0693,77,22,1439.9,demo_simulation
D-15A,2026-03-07,-67.0332,98.9323,77,22,1439.9,demo_simulation
D-15A,2026-02-28,-67.013,99.1987,77,22,1439.9,demo_simulation
D-15A,2026-02-21,-67.0891,99.3763,77,22,1439.9,demo_simulation
D-15A,2026-02-14,-67.078,99.5094,77,22,1439.9,demo_simulation
D-15A,2026-02-07,-67.1243,99.6096,77,22,1439.9,demo_simulation
D-15A,2026-01-31,-67.2086,99.6741,77,22,1439.9,demo_simulation
D-15A,2026-01-24,-67.237,99.7971,77,22,1439.9,demo_simulation
D-15A,2026-01-17,-67.2493,100.0675,77,22,1439.9,demo_simulation
D-15A,2026-01-10,-67.3047,100.2072,77,22,1439.9,demo_simulation
D-15A,2026-01-03,-67.3276,100.3253,77,22,1439.9,demo_simulation
D-15A,2025-12-27,-67.3621,100.4624,77,22,1439.9,demo_simulation
D-15A,2025-12-20,-67.3848,100.5119,77,22,1439.9,demo_simulation
D-15A,2025-12-13,-67.4195,100.742,77,22,1439.9,demo_simulation
D-15A,2025-12-06,-67.4719,100.8531,77,22,1439.9,demo_simulation
D-15A,2025-11-29,-67.5298,100.9904,77,22,1439.9,demo_simulation
D-15A,2025-11-22,-67.5292,101.1722,77,22,1439.9,demo_simulation
D-15A,2025-11-15,-67.5692,101.3052,77,22,1439.9,demo_simulation
D-15A,2025-11-08,-67.625,101.4694,77,22,1439.9,demo_simulation
D-15A,2025-11-01,-67.6775,101.6463,77,22,1439.9,demo_simulation
D-15A,2025-10-25,-67.6786,101.6932,77,22,1439.9,demo_simulation
D-15A,2025-10-18,-67.6609,101.8501,77,22,1439.9,demo_simulation
D-15A,2025-10-11,-67.7491,101.9379,77,22,1439.9,demo_simulation
D-15A,2025-10-04,-67.7932,102.1562,77,22,1439.9,demo_simulation
D-15A,2025-09-27,-67.8479,102.2164,77,22,1439.9,demo_simulation
D-15A,2025-09-20,-67.8241,102.4302,77,22,1439.9,demo_simulation
D-15A,2025-09-13,-67.865,102.6102,77,22,1439.9,demo_simulation
D-15A,2025-09-06,-67.9286,102.631,77,22,1439.9,demo_simulation
