date,lat,lon,sic_t,sic_t1,sic_t2,sic_t7,wind_speed,wind_dir,temp,current_u,current_v,sst,lat_factor,seasonal,target_24h,target_48h,target_72h
2026-08-06,-78.57,-52.94,0.8129,0.802,0.7508,0.806,11.57,45.6,-28.8,0.3484,0.0153,0.8,0.9429,0.9953,0.7654,0.7155,0.8758
2026-08-06,-78.57,-31.76,0.8732,0.8197,0.8303,0.7783,5.34,237.1,-22.4,0.3339,-0.0463,-1.4,0.9429,0.9953,0.8966,0.8559,0.8792
2026-08-06,-78.57,-10.59,0.8599,0.8642,0.8508,0.8533,16.72,358.6,-15.9,0.1714,0.0786,-0.7,0.9429,0.9953,0.8218,0.8294,0.9661
2026-08-06,-78.57,10.59,0.9533,0.8471,0.8947,0.9701,7.18,287.2,-24.3,0.2125,0.151,-2.6,0.9429,0.9953,0.9423,0.9253,0.8408
2026-08-06,-78.57,31.76,0.9425,0.9153,0.9247,0.885,6.49,202.1,-26.5,0.053,0.1537,-0.6,0.9429,0.9953,0.9256,0.8983,0.916
2026-08-06,-78.57,52.94,0.9299,0.8766,0.9927,0.963,10.53,296.3,-27.0,0.4466,-0.1439,-2.8,0.9429,0.9953,0.869,0.914,0.9295
2026-08-06,-78.57,74.12,0.9417,1.0,0.9493,0.9312,12.81,96.7,-30.2,0.1338,-0.0133,-1.9,0.9429,0.9953,0.9168,1.0,0.8988
2026-08-06,-78.57,95.29,0.9578,0.9328,0.9608,0.9155,14.86,298.1,-19.2,0.0716,-0.0484,-1.0,0.9429,0.9953,0.9322,0.9497,0.9809
2026-08-06,-78.57,116.47,0.9793,0.908,0.858,0.9375,9.42,97.7,-17.4,0.1784,-0.1944,-1.7,0.9429,0.9953,0.8907,0.8795,0.9331
2026-08-06,-78.57,137.65,0.8714,0.8886,0.8693,0.8746,5.55,197.6,-27.1,0.3664,0.035,-2.9,0.9429,0.9953,0.853,0.9007,0.7999
2026-08-06,-78.57,158.82,0.7262,0.7877,0.8599,0.8127,12.58,330.2,-21.3,0.3654,0.1208,-2.2,0.9429,0.9953,0.8413,0.7922,0.8001
2026-08-06,-78.57,180.0,0.7782,0.7897,0.7445,0.8369,15.88,205.5,-22.3,0.3456,0.0876,-0.4,0.9429,0.9953,0.7851,0.817,0.7274
2026-08-06,-77.14,-180.0,0.7128,0.7913,0.7113,0.7569,17.99,172.3,-20.4,0.1114,0.0323,0.1,0.8857,0.9953,0.7352,0.733,0.7269
2026-08-06,-77.14,-158.82,0.7045,0.7516,0.7387,0.6694,11.98,263.7,-23.0,0.4156,-0.1715,-1.9,0.8857,0.9953,0.7844,0.7336,0.7388
2026-08-06,-77.14,-137.65,0.7518,0.6829,0.7048,0.723,6.13,255.1,-19.8,0.0778,-0.0848,-1.4,0.8857,0.9953,0.6944,0.6914,0.7049
2026-08-06,-77.14,-116.47,0.6308,0.6938,0.7215,0.7409,9.76,291.5,-27.2,0.0797,0.1445,-0.8,0.8857,0.9953,0.7171,0.6881,0.7108
2026-08-06,-77.14,-95.29,0.7125,0.716,0.76,0.7365,11.95,358.3,-26.2,0.1108,-0.2207,-1.6,0.8857,0.9953,0.6536,0.7173,0.6806
2026-08-06,-77.14,-74.12,0.757,0.6651,0.7224,0.7079,5.63,17.0,-20.7,0.0635,0.0032,-1.3,0.8857,0.9953,0.6803,0.6228,0.709
2026-08-06,-77.14,-52.94,0.7339,0.6814,0.7958,0.7821,5.59,139.8,-23.1,0.1534,0.1248,-0.2,0.8857,0.9953,0.8192,0.7281,0.7615
2026-08-06,-77.14,-31.76,0.7981,0.789,0.7917,0.8759,17.81,95.1,-23.1,0.283,0.0486,-0.8,0.8857,0.9953,0.7211,0.7541,0.7386
2026-08-06,-77.14,-10.59,0.8352,0.8558,0.8386,0.7749,16.72,43.0,-20.5,0.4274,-0.1343,-0.1,0.8857,0.9953,0.8069,0.7989,0.7872
2026-08-06,-77.14,10.59,0.8289,0.8009,0.8293,0.8572,11.03,216.1,-22.8,0.313,0.3812,-0.3,0.8857,0.9953,0.8526,0.8719,0.8484
2026-08-06,-77.14,31.76,0.8988,0.8835,0.8528,0.8831,12.89,346.5,-24.7,0.3954,-0.1453,0.2,0.8857,0.9953,0.8957,0.9074,0.8713
2026-08-06,-77.14,52.94,0.8591,0.8908,0.9134,0.9286,5.69,259.5,-24.4,0.3787,-0.1583,-0.1,0.8857,0.9953,0.8686,0.877,0.8775
2026-08-06,-77.14,74.12,0.8924,0.863,0.8505,0.8332,8.4,107.5,-24.0,0.0868,0.27,0.3,0.8857,0.9953,0.9091,0.8813,0.9204
2026-08-06,-77.14,95.29,0.9002,0.8613,0.9273,0.8898,10.93,174.6,-28.9,0.1039,-0.1016,-0.1,0.8857,0.9953,0.9242,0.8604,0.9055
2026-08-06,-77.14,116.47,0.8352,0.8567,0.8404,0.8573,5.61,313.2,-22.1,0.308,0.1398,-2.9,0.8857,0.9953,0.8402,0.8434,0.8871
2026-08-06,-77.14,137.65,0.8316,0.8464,0.7512,0.8342,17.16,152.0,-19.0,0.2099,0.2242,-2.4,0.8857,0.9953,0.8473,0.8477,0.8129
2026-08-06,-77.14,158.82,0.7967,0.7956,0.788,0.7461,13.66,313.2,-24.4,0.0547,0.2902,0.7,0.8857,0.9953,0.8212,0.7544,0.7831
2026-08-06,-77.14,180.0,0.7418,0.8038,0.6603,0.7498,12.38,216.9,-20.9,0.1937,-0.1341,-1.1,0.8857,0.9953,0.7416,0.7585,0.794
2026-08-06,-75.71,-180.0,0.75,0.7423,0.6427,0.6984,8.07,253.0,-15.9,0.0772,-0.1974,-2.4,0.8286,0.9953,0.7175,0.7183,0.7065
2026-08-06,-75.71,-158.82,0.6404,0.6272,0.6642,0.6366,16.28,111.3,-17.0,0.363,-0.3169,-1.0,0.8286,0.9953,0.5923,0.6828,0.6208
2026-08-06,-75.71,-137.65,0.6374,0.6452,0.6649,0.6244,13.55,59.3,-17.3,0.0718,0.2604,0.4,0.8286,0.9953,0.7094,0.6556,0.5956
2026-08-06,-75.71,-116.47,0.5714,0.6773,0.5996,0.6975,11.7,239.9,-22.9,0.3581,0.0852,-2.4,0.8286,0.9953,0.6799,0.627,0.6352
2026-08-06,-75.71,-95.29,0.6781,0.6521,0.651,0.6854,11.4,210.0,-23.8,0.2111,0.1944,-0.5,0.8286,0.9953,0.6595,0.7029,0.5978
2026-08-06,-75.71,-74.12,0.652,0.6946,0.6408,0.6161,12.33,329.6,-20.7,0.206,0.0676,-0.7,0.8286,0.9953,0.6875,0.6214,0.7624
2026-08-06,-75.71,-52.94,0.785,0.6766,0.7121,0.6916,10.54,52.7,-20.4,0.3229,0.019,0.2,0.8286,0.9953,0.674,0.7548,0.6951
2026-08-06,-75.71,-31.76,0.7723,0.6544,0.8007,0.7202,10.55,176.8,-24.3,0.4439,0.0792,1.3,0.8286,0.9953,0.7121,0.7319,0.7908
2026-08-06,-75.71,-10.59,0.6986,0.7045,0.8009,0.7296,5.78,229.7,-21.7,0.201,-0.1053,-0.1,0.8286,0.9953,0.7498,0.7641,0.8109
2026-08-06,-75.71,10.59,0.7591,0.791,0.7896,0.7842,16.06,205.2,-26.0,0.1423,0.1977,-1.4,0.8286,0.9953,0.8136,0.7256,0.8906
2026-08-06,-75.71,31.76,0.8054,0.8526,0.8439,0.8217,14.76,165.4,-22.1,0.3884,0.2361,-1.4,0.8286,0.9953,0.8791,0.8245,0.8457
2026-08-06,-75.71,52.94,0.8309,0.9286,0.9425,0.8487,5.15,38.1,-21.7,0.1534,-0.1604,-0.8,0.8286,0.9953,0.8514,0.8595,0.9046
2026-08-06,-75.71,74.12,0.8148,0.7873,0.9195,0.8198,13.68,223.7,-25.1,0.1393,-0.2503,0.1,0.8286,0.9953,0.9315,0.8491,0.8331
2026-08-06,-75.71,95.29,0.7977,0.8839,0.8512,1.0,12.93,149.0,-17.5,0.4031,-0.2268,0.3,0.8286,0.9953,0.8416,0.8303,0.8484
2026-08-06,-75.71,116.47,0.7845,0.8218,0.7611,0.7949,17.36,29.9,-17.5,0.3651,0.3903,-0.5,0.8286,0.9953,0.8522,0.8224,0.7313
2026-08-06,-75.71,137.65,0.7415,0.7806,0.7312,0.7946,14.56,265.2,-22.4,0.3573,-0.1739,0.5,0.8286,0.9953,0.7772,0.726,0.7325
2026-08-06,-75.71,158.82,0.782,0.7411,0.7655,0.6583,16.99,37.3,-21.2,0.2621,-0.306,0.1,0.8286,0.9953,0.7298,0.7437,0.7529
2026-08-06,-75.71,180.0,0.8008,0.6496,0.6469,0.7078,11.06,241.0,-21.4,0.1374,-0.0492,-0.8,0.8286,0.9953,0.6947,0.6904,0.6243
2026-08-06,-74.29,-180.0,0.6059,0.5824,0.654,0.5909,7.17,268.8,-20.8,0.3247,-0.077,0.5,0.7714,0.9953,0.584,0.6531,0.6644
2026-08-06,-74.29,-158.82,0.7111,0.658,0.5616,0.6429,10.07,230.3,-17.2,0.2018,-0.077,-0.1,0.7714,0.9953,0.6141,0.6305,0.633
2026-08-06,-74.29,-137.65,0.6057,0.5963,0.6282,0.6259,7.17,273.1,-28.4,0.3037,0.05,1.5,0.7714,0.9953,0.5546,0.5725,0.6251
2026-08-06,-74.29,-116.47,0.6063,0.5531,0.6019,0.5615,6.79,254.8,-20.5,0.1935,0.2019,-1.5,0.7714,0.9953,0.6028,0.5767,0.5278
2026-08-06,-74.29,-95.29,0.6143,0.6544,0.5938,0.6223,17.94,221.0,-19.1,0.3995,-0.043,-1.2,0.7714,0.9953,0.5973,0.5533,0.5937
2026-08-06,-74.29,-74.12,0.6245,0.621,0.6508,0.5991,16.98,105.1,-19.3,0.4495,-0.0016,1.4,0.7714,0.9953,0.6512,0.602,0.7337
2026-08-06,-74.29,-52.94,0.6616,0.6403,0.5601,0.569,11.17,204.7,-20.5,0.2098,-0.0269,1.6,0.7714,0.9953,0.6517,0.6276,0.7036
2026-08-06,-74.29,-31.76,0.6859,0.7279,0.6781,0.6492,5.61,180.2,-19.6,0.3714,-0.0701,0.9,0.7714,0.9953,0.7496,0.7023,0.7221
2026-08-06,-74.29,-10.59,0.7326,0.743,0.7118,0.7057,14.62,355.9,-16.3,0.1893,0.1214,0.9,0.7714,0.9953,0.7198,0.7747,0.7355
2026-08-06,-74.29,10.59,0.7524,0.7688,0.6464,0.7743,14.04,299.2,-21.9,0.4389,-0.1558,-0.6,0.7714,0.9953,0.7687,0.7318,0.7807
2026-08-06,-74.29,31.76,0.8779,0.6771,0.7178,0.7856,17.3,303.4,-21.4,0.2879,0.2017,2.6,0.7714,0.9953,0.8649,0.7716,0.7875
2026-08-06,-74.29,52.94,0.7468,0.8397,0.7938,0.7988,14.64,319.7,-18.5,0.1296,0.1289,1.4,0.7714,0.9953,0.7919,0.7667,0.8183
2026-08-06,-74.29,74.12,0.7669,0.835,0.7739,0.8139,14.69,115.2,-18.0,0.0504,-0.002,0.5,0.7714,0.9953,0.7332,0.8179,0.8628
2026-08-06,-74.29,95.29,0.8171,0.812,0.757,0.8174,15.58,127.9,-20.7,0.3805,0.0567,-0.5,0.7714,0.9953,0.7201,0.7674,0.7511
2026-08-06,-74.29,116.47,0.7246,0.7142,0.7869,0.7198,11.45,219.6,-20.4,0.3912,0.1741,-0.3,0.7714,0.9953,0.6998,0.7598,0.7767
2026-08-06,-74.29,137.65,0.6507,0.6733,0.7334,0.7707,7.17,26.3,-19.1,0.2693,0.0468,0.4,0.7714,0.9953,0.7709,0.7662,0.7527
2026-08-06,-74.29,158.82,0.7194,0.6777,0.7187,0.668,11.7,113.7,-22.6,0.1756,-0.1282,-0.4,0.7714,0.9953,0.6702,0.6592,0.6177
2026-08-06,-74.29,180.0,0.6606,0.648,0.6054,0.5883,9.27,296.5,-18.1,0.3972,0.0114,1.2,0.7714,0.9953,0.6234,0.6322,0.6426
2026-08-06,-72.86,-180.0,0.6317,0.5742,0.6327,0.6197,5.88,58.6,-21.4,0.0548,-0.1,1.5,0.7143,0.9953,0.5181,0.565,0.5909
2026-08-06,-72.86,-158.82,0.5495,0.567,0.6014,0.5218,11.81,14.0,-22.7,0.4151,-0.0863,0.1,0.7143,0.9953,0.5498,0.5546,0.5591
2026-08-06,-72.86,-137.65,0.5789,0.4784,0.5338,0.5471,7.34,126.1,-20.4,0.1287,-0.0139,1.7,0.7143,0.9953,0.5856,0.5805,0.5269
2026-08-06,-72.86,-116.47,0.5236,0.5669,0.5574,0.5315,5.02,79.9,-15.1,0.0851,0.054,1.1,0.7143,0.9953,0.6107,0.4826,0.5033
2026-08-06,-72.86,-95.29,0.5258,0.5612,0.5263,0.5396,14.21,104.7,-17.8,0.2481,0.1008,2.3,0.7143,0.9953,0.4968,0.5782,0.558
2026-08-06,-72.86,-74.12,0.5952,0.5727,0.5791,0.6014,17.59,231.5,-18.5,0.3897,-0.2239,0.3,0.7143,0.9953,0.5983,0.5283,0.5797
2026-08-06,-72.86,-52.94,0.6467,0.6368,0.5544,0.6065,5.89,66.0,-22.5,0.3348,0.1388,1.0,0.7143,0.9953,0.6123,0.5905,0.6104
2026-08-06,-72.86,-31.76,0.5834,0.6579,0.6624,0.679,12.08,197.1,-20.0,0.1869,-0.1736,0.1,0.7143,0.9953,0.6263,0.6316,0.6607
2026-08-06,-72.86,-10.59,0.6437,0.672,0.6705,0.6451,11.71,229.8,-20.9,0.3408,0.1464,2.4,0.7143,0.9953,0.6853,0.6646,0.6854
2026-08-06,-72.86,10.59,0.693,0.714,0.7009,0.6336,5.02,110.5,-23.8,0.172,0.0059,0.3,0.7143,0.9953,0.7403,0.7791,0.7223
2026-08-06,-72.86,31.76,0.7312,0.7424,0.7841,0.7066,9.62,50.5,-15.0,0.3883,0.1268,0.5,0.7143,0.9953,0.7233,0.7549,0.7395
2026-08-06,-72.86,52.94,0.7222,0.7254,0.7526,0.7568,14.85,265.6,-16.1,0.0816,-0.1165,1.9,0.7143,0.9953,0.7562,0.7413,0.7613
2026-08-06,-72.86,74.12,0.742,0.6392,0.7278,0.7074,12.03,57.6,-16.4,0.1929,0.008,1.0,0.7143,0.9953,0.6746,0.7525,0.7401
2026-08-06,-72.86,95.29,0.7304,0.7662,0.8011,0.7153,14.91,356.0,-15.9,0.4412,-0.0792,1.7,0.7143,0.9953,0.7465,0.7144,0.6426
2026-08-06,-72.86,116.47,0.6374,0.6784,0.6761,0.7256,12.35,331.0,-18.9,0.342,-0.0958,1.0,0.7143,0.9953,0.728,0.725,0.7442
2026-08-06,-72.86,137.65,0.7229,0.7049,0.701,0.6366,14.7,45.5,-19.4,0.0709,-0.1545,0.2,0.7143,0.9953,0.6253,0.672,0.6238
2026-08-06,-72.86,158.82,0.6469,0.5965,0.5944,0.642,5.72,157.7,-22.0,0.4461,0.0217,2.0,0.7143,0.9953,0.5776,0.5843,0.6515
2026-08-06,-72.86,180.0,0.6156,0.6194,0.5509,0.5933,7.58,199.5,-23.0,0.2924,-0.0266,1.0,0.7143,0.9953,0.6987,0.5578,0.5613
2026-08-06,-71.43,-180.0,0.4945,0.5896,0.4957,0.558,10.43,59.4,-18.0,0.3805,0.0309,1.6,0.6571,0.9953,0.5275,0.5153,0.5373
2026-08-06,-71.43,-158.82,0.4947,0.4738,0.5476,0.4587,17.82,203.1,-19.1,0.2018,0.1475,1.1,0.6571,0.9953,0.5834,0.4851,0.5175
2026-08-06,-71.43,-137.65,0.4345,0.5109,0.475,0.5204,13.64,215.2,-24.9,0.4115,-0.0538,2.1,0.6571,0.9953,0.5023,0.4905,0.4928
2026-08-06,-71.43,-116.47,0.5138,0.5341,0.5265,0.5093,13.24,97.3,-23.5,0.416,0.1076,3.6,0.6571,0.9953,0.5176,0.4486,0.4848
2026-08-06,-71.43,-95.29,0.461,0.4723,0.4909,0.5141,10.93,176.9,-25.3,0.4492,-0.0771,2.0,0.6571,0.9953,0.5526,0.4614,0.526
2026-08-06,-71.43,-74.12,0.5519,0.5917,0.523,0.4691,16.44,284.4,-20.0,0.0607,0.2263,0.2,0.6571,0.9953,0.5444,0.5681,0.538
2026-08-06,-71.43,-52.94,0.535,0.5154,0.5129,0.6557,7.1,294.5,-16.2,0.0567,0.1883,0.6,0.6571,0.9953,0.4822,0.5275,0.6062
2026-08-06,-71.43,-31.76,0.5092,0.5249,0.5927,0.5617,13.72,189.5,-17.3,0.3576,0.0642,1.8,0.6571,0.9953,0.5877,0.5585,0.6066
2026-08-06,-71.43,-10.59,0.6063,0.6017,0.7066,0.6025,11.12,211.4,-13.2,0.445,0.0149,2.8,0.6571,0.9953,0.6298,0.5941,0.6378
2026-08-06,-71.43,10.59,0.6839,0.7165,0.6681,0.613,9.61,76.0,-16.0,0.1193,-0.2222,0.7,0.6571,0.9953,0.6237,0.6273,0.6543
2026-08-06,-71.43,31.76,0.7237,0.6642,0.7235,0.644,9.92,15.0,-19.0,0.382,0.0961,1.4,0.6571,0.9953,0.5739,0.6045,0.6543
2026-08-06,-71.43,52.94,0.6973,0.7248,0.6755,0.6401,7.3,68.6,-14.6,0.113,0.154,0.1,0.6571,0.9953,0.7037,0.6816,0.6913
2026-08-06,-71.43,74.12,0.7451,0.7004,0.7482,0.642,14.75,339.8,-23.0,0.2503,-0.0789,0.5,0.6571,0.9953,0.722,0.6802,0.6714
2026-08-06,-71.43,95.29,0.6313,0.6568,0.6429,0.6589,15.54,341.4,-14.5,0.1302,0.0637,1.8,0.6571,0.9953,0.6589,0.6608,0.6281
2026-08-06,-71.43,116.47,0.6534,0.6165,0.6598,0.6127,11.69,190.0,-14.3,0.3193,0.0786,4.0,0.6571,0.9953,0.6253,0.6428,0.6387
2026-08-06,-71.43,137.65,0.6339,0.6398,0.6469,0.6198,8.57,108.6,-16.1,0.3371,0.2855,1.2,0.6571,0.9953,0.6588,0.6242,0.611
2026-08-06,-71.43,158.82,0.5991,0.5864,0.6006,0.6128,8.1,17.7,-21.2,0.4409,-0.1344,1.0,0.6571,0.9953,0.4963,0.5898,0.5332
2026-08-06,-71.43,180.0,0.6153,0.527,0.5436,0.6047,15.22,264.1,-17.9,0.0805,-0.2091,2.0,0.6571,0.9953,0.5036,0.4806,0.502
2026-08-06,-70.0,-180.0,0.5053,0.5304,0.4691,0.5244,15.11,47.8,-20.1,0.3933,-0.1978,3.0,0.6,0.9953,0.5075,0.5934,0.4935
2026-08-06,-70.0,-158.82,0.4409,0.4074,0.4715,0.5146,7.46,200.4,-22.4,0.3432,-0.0434,0.5,0.6,0.9953,0.4066,0.5087,0.4605
2026-08-06,-70.0,-137.65,0.4487,0.4438,0.474,0.4322,9.63,217.9,-19.2,0.2333,-0.3244,2.3,0.6,0.9953,0.4642,0.4792,0.4784
2026-08-06,-70.0,-116.47,0.4618,0.476,0.4251,0.4481,15.33,62.1,-15.1,0.342,-0.2302,3.5,0.6,0.9953,0.4866,0.442,0.366
2026-08-06,-70.0,-95.29,0.476,0.4387,0.4241,0.4386,9.37,296.9,-17.7,0.3388,-0.2354,3.4,0.6,0.9953,0.3588,0.4663,0.4466
2026-08-06,-70.0,-74.12,0.5297,0.4265,0.462,0.4492,17.63,18.7,-17.8,0.0637,-0.0081,3.3,0.6,0.9953,0.5078,0.4989,0.4355
2026-08-06,-70.0,-52.94,0.5788,0.4568,0.5252,0.4327,5.77,348.7,-19.9,0.1256,-0.1383,2.5,0.6,0.9953,0.4808,0.5073,0.5256
2026-08-06,-70.0,-31.76,0.6192,0.5312,0.4693,0.4873,14.15,154.3,-19.0,0.4411,0.235,4.3,0.6,0.9953,0.5553,0.5682,0.5236
2026-08-06,-70.0,-10.59,0.568,0.6368,0.5717,0.6012,9.43,11.4,-17.7,0.3312,-0.0973,-0.2,0.6,0.9953,0.5502,0.5199,0.5531
2026-08-06,-70.0,10.59,0.5599,0.6201,0.5261,0.6101,17.31,152.0,-15.6,0.1644,-0.0194,0.2,0.6,0.9953,0.5539,0.5915,0.5876
2026-08-06,-70.0,31.76,0.5977,0.5886,0.6453,0.6461,16.9,152.5,-22.5,0.3213,0.1685,0.9,0.6,0.9953,0.6832,0.6747,0.6297
2026-08-06,-70.0,52.94,0.6156,0.6364,0.6904,0.7279,9.44,86.4,-25.0,0.1432,-0.0335,2.7,0.6,0.9953,0.6175,0.6173,0.609
2026-08-06,-70.0,74.12,0.6119,0.6237,0.6146,0.6534,11.75,110.3,-15.1,0.3647,0.1139,2.4,0.6,0.9953,0.5993,0.6828,0.5806
2026-08-06,-70.0,95.29,0.6087,0.6638,0.6131,0.6025,10.8,232.0,-21.0,0.3772,-0.0001,1.3,0.6,0.9953,0.6515,0.6166,0.6766
2026-08-06,-70.0,116.47,0.5858,0.595,0.5161,0.5756,15.75,306.0,-17.5,0.2212,0.1232,3.5,0.6,0.9953,0.5926,0.5674,0.6425
2026-08-06,-70.0,137.65,0.5636,0.6034,0.5806,0.586,17.64,32.5,-17.6,0.3853,-0.1767,0.5,0.6,0.9953,0.5471,0.5788,0.5982
2026-08-06,-70.0,158.82,0.4825,0.5435,0.5686,0.4911,10.86,215.7,-13.4,0.0583,-0.033,1.4,0.6,0.9953,0.4815,0.5733,0.5264
2026-08-06,-70.0,180.0,0.4868,0.512,0.5152,0.5512,9.35,172.3,-21.8,0.4438,0.1956,0.4,0.6,0.9953,0.5135,0.5111,0.4832
2026-08-06,-68.57,-180.0,0.4569,0.3791,0.4677,0.3297,13.64,254.7,-20.3,0.4011,-0.0941,2.5,0.5429,0.9953,0.4719,0.4514,0.4708
2026-08-06,-68.57,-158.82,0.4003,0.4219,0.3797,0.4828,7.49,354.9,-17.9,0.2636,0.0598,1.9,0.5429,0.9953,0.4108,0.4225,0.4335
2026-08-06,-68.57,-137.65,0.3674,0.4015,0.4647,0.4491,9.64,79.2,-17.3,0.2134,-0.0026,2.7,0.5429,0.9953,0.4238,0.3544,0.4045
2026-08-06,-68.57,-116.47,0.4679,0.3992,0.3141,0.343,13.41,40.8,-13.9,0.403,-0.2456,2.4,0.5429,0.9953,0.4008,0.4315,0.3542
2026-08-06,-68.57,-95.29,0.3948,0.3991,0.5322,0.385,13.97,337.9,-15.6,0.1901,-0.2525,1.7,0.5429,0.9953,0.4307,0.4163,0.4482
2026-08-06,-68.57,-74.12,0.3934,0.3495,0.2709,0.4826,12.54,22.5,-11.5,0.41,0.0882,1.0,0.5429,0.9953,0.4644,0.4406,0.4057
2026-08-06,-68.57,-52.94,0.4367,0.4563,0.4892,0.4588,8.11,253.2,-18.9,0.1929,0.0719,2.1,0.5429,0.9953,0.3772,0.4242,0.4687
2026-08-06,-68.57,-31.76,0.5247,0.5122,0.4652,0.5596,11.89,92.7,-14.1,0.2513,0.1044,3.7,0.5429,0.9953,0.562,0.4787,0.4745
2026-08-06,-68.57,-10.59,0.5334,0.5056,0.523,0.5443,10.55,55.5,-16.1,0.307,0.1531,1.7,0.5429,0.9953,0.5138,0.5219,0.4711
2026-08-06,-68.57,10.59,0.5084,0.4382,0.5627,0.5991,7.72,204.9,-9.5,0.2405,0.0935,2.2,0.5429,0.9953,0.6288,0.5347,0.6511
2026-08-06,-68.57,31.76,0.536,0.571,0.5915,0.6157,7.83,339.9,-18.7,0.2577,-0.1745,2.5,0.5429,0.9953,0.5636,0.5956,0.5593
2026-08-06,-68.57,52.94,0.5158,0.5844,0.5493,0.6357,9.56,170.9,-16.9,0.4498,-0.0912,1.1,0.5429,0.9953,0.5603,0.5385,0.5871
