date,lat,lon,wind_speed_ms,wind_dir_deg,temp_celsius,pressure_hpa,source
2026-09-05,-67.71,147.27,6.01,312.6,-13.3,1003.7,demo_simulation
2026-09-05,-67.71,180.0,11.95,7.9,-14.0,964.7,demo_simulation
2026-09-05,-65.14,-180.0,7.07,300.9,-7.0,986.9,demo_simulation
2026-09-05,-65.14,-147.27,8.48,6.7,-10.7,1004.9,demo_simulation
2026-09-05,-65.14,-114.55,13.08,210.2,-15.0,982.8,demo_simulation
2026-09-05,-65.14,-81.82,8.74,358.8,-10.5,961.9,demo_simulation
2026-09-05,-65.14,-49.09,11.63,61.4,-12.7,976.8,demo_simulation
2026-09-05,-65.14,-16.36,14.93,288.2,-10.7,984.8,demo_simulation
2026-09-05,-65.14,16.36,17.45,108.6,-18.2,992.1,demo_simulation
2026-09-05,-65.14,49.09,16.01,280.7,-9.6,999.8,demo_simulation
2026-09-05,-65.14,81.82,11.18,303.8,-11.9,973.4,demo_simulation
2026-09-05,-65.14,114.55,16.05,337.9,-12.9,968.8,demo_simulation
2026-09-05,-65.14,147.27,13.88,10.7,-13.5,972.0,demo_simulation
2026-09-05,-65.14,180.0,15.5,174.8,-10.6,976.4,demo_simulation
2026-09-05,-62.57,-180.0,10.69,292.8,-5.0,969.3,demo_simulation
2026-09-05,-62.57,-147.27,14.05,15.6,-9.4,997.1,demo_simulation
2026-09-05,-62.57,-114.55,6.27,237.6,-12.2,1004.6,demo_simulation
2026-09-05,-62.57,-81.82,5.45,191.4,-5.5,976.6,demo_simulation
2026-09-05,-62.57,-49.09,14.37,288.1,-10.3,962.1,demo_simulation
2026-09-05,-62.57,-16.36,14.59,355.3,-16.0,983.9,demo_simulation
2026-09-05,-62.57,16.36,7.97,260.1,-7.7,989.8,demo_simulation
2026-09-05,-62.57,49.09,16.11,134.0,-11.5,981.8,demo_simulation
2026-09-05,-62.57,81.82,11.35,186.9,-18.1,965.2,demo_simulation
2026-09-05,-62.57,114.55,5.86,218.1,-11.7,1002.2,demo_simulation
2026-09-05,-62.57,147.27,15.3,39.7,-15.6,989.3,demo_simulation
2026-09-05,-62.57,180.0,5.63,265.8,-14.0,969.0,demo_simulation
2026-09-05,-60.0,-180.0,8.27,238.1,-11.0,1002.2,demo_simulation
2026-09-05,-60.0,-147.27,8.98,167.7,-6.0,983.9,demo_simulation
2026-09-05,-60.0,-114.55,8.83,86.6,-9.7,998.8,demo_simulation
2026-09-05,-60.0,-81.82,9.98,156.3,-10.1,984.2,demo_simulation
2026-09-05,-60.0,-49.09,7.31,325.8,-6.9,978.2,demo_simulation
2026-09-05,-60.0,-16.36,5.26,80.6,-5.2,996.6,demo_simulation
2026-09-05,-60.0,16.36,7.26,47.1,-8.1,975.6,demo_simulation
2026-09-05,-60.0,49.09,13.8,61.7,-10.9,994.3,demo_simulation
2026-09-05,-60.0,81.82,9.96,292.4,-12.0,989.8,demo_simulation
2026-09-05,-60.0,114.55,6.3,243.2,-7.1,966.4,demo_simulation
2026-09-05,-60.0,147.27,12.15,120.0,-6.3,1003.1,demo_simulation
2026-09-05,-60.0,180.0,13.24,283.5,-6.1,986.0,demo_simulation
2026-09-04,-78.0,-180.0,16.84,180.1,-20.6,992.5,demo_simulation
2026-09-04,-78.0,-147.27,7.86,251.1,-20.2,980.8,demo_simulation
2026-09-04,-78.0,-114.55,12.8,176.6,-22.8,981.6,demo_simulation
2026-09-04,-78.0,-81.82,17.23,287.7,-18.1,1007.5,demo_simulation
2026-09-04,-78.0,-49.09,5.59,139.8,-23.8,972.9,demo_simulation
2026-09-04,-78.0,-16.36,8.15,266.8,-19.7,992.5,demo_simulation
2026-09-04,-78.0,16.36,9.43,185.4,-23.4,988.5,demo_simulation
2026-09-04,-78.0,49.09,15.62,17.2,-24.7,971.3,demo_simulation
2026-09-04,-78.0,81.82,8.46,189.1,-20.8,1002.1,demo_simulation
2026-09-04,-78.0,114.55,12.85,297.1,-27.0,985.5,demo_simulation
2026-09-04,-78.0,147.27,10.54,32.4,-17.3,985.7,demo_simulation
2026-09-04,-78.0,180.0,10.94,99.8,-22.9,981.4,demo_simulation
2026-09-04,-75.43,-180.0,11.93,197.0,-20.7,972.4,demo_simulation
2026-09-04,-75.43,-147.27,7.86,199.2,-17.3,962.5,demo_simulation
2026-09-04,-75.43,-114.55,17.22,48.0,-23.4,1003.3,demo_simulation
2026-09-04,-75.43,-81.82,15.83,73.0,-23.3,965.1,demo_simulation
2026-09-04,-75.43,-49.09,15.31,191.9,-28.8,1004.4,demo_simulation
2026-09-04,-75.43,-16.36,7.3,131.9,-24.7,987.5,demo_simulation
2026-09-04,-75.43,16.36,8.29,339.0,-22.2,997.3,demo_simulation
2026-09-04,-75.43,49.09,12.02,250.4,-24.4,998.0,demo_simulation
2026-09-04,-75.43,81.82,16.85,303.0,-24.6,997.6,demo_simulation
2026-09-04,-75.43,114.55,11.25,48.9,-23.8,966.2,demo_simulation
2026-09-04,-75.43,147.27,6.2,51.0,-24.9,1009.8,demo_simulation
2026-09-04,-75.43,180.0,7.3,301.8,-28.6,978.0,demo_simulation
2026-09-04,-72.86,-180.0,14.47,236.7,-20.3,995.0,demo_simulation
2026-09-04,-72.86,-147.27,13.42,65.8,-19.7,1007.6,demo_simulation
2026-09-04,-72.86,-114.55,9.21,227.6,-24.9,976.7,demo_simulation
2026-09-04,-72.86,-81.82,10.46,89.9,-19.3,968.7,demo_simulation
2026-09-04,-72.86,-49.09,5.6,140.4,-16.4,967.5,demo_simulation
2026-09-04,-72.86,-16.36,10.38,303.7,-15.4,975.9,demo_simulation
2026-09-04,-72.86,16.36,14.17,328.3,-22.7,960.6,demo_simulation
2026-09-04,-72.86,49.09,7.71,227.5,-19.2,979.1,demo_simulation
2026-09-04,-72.86,81.82,13.5,102.9,-15.2,967.1,demo_simulation
2026-09-04,-72.86,114.55,17.44,90.2,-19.8,1004.6,demo_simulation
2026-09-04,-72.86,147.27,16.02,47.6,-20.6,976.2,demo_simulation
2026-09-04,-72.86,180.0,8.03,231.7,-20.4,1002.3,demo_simulation
2026-09-04,-70.29,-180.0,11.25,7.7,-16.6,969.2,demo_simulation
2026-09-04,-70.29,-147.27,14.33,3.3,-20.1,997.7,demo_simulation
2026-09-04,-70.29,-114.55,11.3,100.0,-14.4,1009.0,demo_simulation
2026-09-04,-70.29,-81.82,14.6,153.6,-12.6,976.4,demo_simulation
2026-09-04,-70.29,-49.09,7.99,38.6,-13.5,981.0,demo_simulation
2026-09-04,-70.29,-16.36,12.83,273.6,-17.3,962.8,demo_simulation
2026-09-04,-70.29,16.36,16.49,246.2,-22.4,985.0,demo_simulation
2026-09-04,-70.29,49.09,9.14,241.2,-15.5,965.6,demo_simulation
2026-09-04,-70.29,81.82,10.95,9.8,-21.1,978.3,demo_simulation
2026-09-04,-70.29,114.55,13.75,24.7,-16.0,965.9,demo_simulation
2026-09-04,-70.29,147.27,10.53,193.7,-13.4,987.5,demo_simulation
2026-09-04,-70.29,180.0,14.31,216.9,-13.7,977.0,demo_simulation
2026-09-04,-67.71,-180.0,8.59,44.3,-13.5,984.2,demo_simulation
2026-09-04,-67.71,-147.27,6.29,288.1,-13.6,987.9,demo_simulation
2026-09-04,-67.71,-114.55,11.03,115.1,-12.3,968.1,demo_simulation
2026-09-04,-67.71,-81.82,7.72,231.4,-17.3,976.6,demo_simulation
2026-09-04,-67.71,-49.09,12.66,324.3,-17.3,974.9,demo_simulation
2026-09-04,-67.71,-16.36,7.53,56.2,-16.2,976.8,demo_simulation
2026-09-04,-67.71,16.36,13.81,252.3,-14.3,965.3,demo_simulation
2026-09-04,-67.71,49.09,11.98,55.3,-16.9,972.2,demo_simulation
2026-09-04,-67.71,81.82,15.0,155.1,-10.3,1003.6,demo_simulation
2026-09-04,-67.71,114.55,6.78,237.9,-13.6,1005.0,demo_simulation
2026-09-04,-67.71,147.27,16.06,72.5,-14.5,968.4,demo_simulation
2026-09-04,-67.71,180.0,10.52,162.8,-9.7,1007.5,demo_simulation
2026-09-04,-65.14,-180.0,14.64,251.6,-12.1,994.6,demo_simulation
2026-09-04,-65.14,-147.27,5.91,102.9,-10.2,966.8,demo_simulation
2026-09-04,-65.14,-114.55,13.41,64.8,-15.1,1008.9,demo_simulation
2026-09-04,-65.14,-81.82,11.23,192.6,-12.6,965.8,demo_simulation
2026-09-04,-65.14,-49.09,11.86,132.1,-17.5,963.1,demo_simulation
2026-09-04,-65.14,-16.36,16.32,217.3,-10.2,1009.6,demo_simulation
2026-09-04,-65.14,16.36,15.5,345.7,-15.4,988.4,demo_simulation
2026-09-04,-65.14,49.09,17.05,266.2,-16.3,1003.1,demo_simulation
2026-09-04,-65.14,81.82,13.84,49.1,-16.3,987.8,demo_simulation
2026-09-04,-65.14,114.55,15.44,63.9,-12.8,1004.3,demo_simulation
2026-09-04,-65.14,147.27,6.87,189.4,-16.4,965.7,demo_simulation
2026-09-04,-65.14,180.0,15.93,184.9,-11.8,1005.5,demo_simulation
2026-09-04,-62.57,-180.0,15.33,82.2,-19.6,981.9,demo_simulation
2026-09-04,-62.57,-147.27,15.77,22.5,-7.5,985.3,demo_simulation
2026-09-04,-62.57,-114.55,6.31,300.7,-16.1,990.0,demo_simulation
2026-09-04,-62.57,-81.82,7.91,335.4,-11.4,1006.1,demo_simulation
2026-09-04,-62.57,-49.09,6.69,40.9,-10.6,960.6,demo_simulation
2026-09-04,-62.57,-16.36,11.61,28.8,-12.7,974.9,demo_simulation
2026-09-04,-62.57,16.36,13.96,334.3,-11.5,983.4,demo_simulation
2026-09-04,-62.57,49.09,6.1,195.5,-13.9,986.9,demo_simulation
2026-09-04,-62.57,81.82,9.71,242.6,-11.1,1009.6,demo_simulation
2026-09-04,-62.57,114.55,5.21,109.8,-9.6,983.8,demo_simulation
2026-09-04,-62.57,147.27,11.54,74.6,-10.5,1008.0,demo_simulation
2026-09-04,-62.57,180.0,10.83,248.7,-14.5,983.1,demo_simulation
2026-09-04,-60.0,-180.0,16.18,187.1,-13.0,973.5,demo_simulation
2026-09-04,-60.0,-147.27,16.87,140.8,-16.0,992.9,demo_simulation
2026-09-04,-60.0,-114.55,12.07,49.4,-7.5,1004.2,demo_simulation
2026-09-04,-60.0,-81.82,12.84,36.0,-10.7,993.8,demo_simulation
2026-09-04,-60.0,-49.09,16.93,104.0,-11.0,978.2,demo_simulation
2026-09-04,-60.0,-16.36,17.8,82.2,-6.4,988.0,demo_simulation
2026-09-04,-60.0,16.36,15.8,199.7,-5.1,995.9,demo_simulation
2026-09-04,-60.0,49.09,6.27,286.0,-6.6,968.5,demo_simulation
2026-09-04,-60.0,81.82,14.77,270.9,-6.4,963.9,demo_simulation
2026-09-04,-60.0,114.55,12.48,325.5,-6.1,997.9,demo_simulation
2026-09-04,-60.0,147.27,8.58,72.5,-6.1,972.1,demo_simulation
2026-09-04,-60.0,180.0,9.66,210.1,-6.8,968.3,demo_simulation
2026-09-03,-78.0,-180.0,17.94,249.3,-20.0,985.1,demo_simulation
2026-09-03,-78.0,-147.27,11.6,116.2,-25.0,965.4,demo_simulation
2026-09-03,-78.0,-114.55,13.11,138.1,-19.1,1008.9,demo_simulation
2026-09-03,-78.0,-81.82,16.86,190.3,-23.3,977.0,demo_simulation
2026-09-03,-78.0,-49.09,9.61,304.7,-21.8,981.9,demo_simulation
2026-09-03,-78.0,-16.36,15.52,110.9,-20.9,991.5,demo_simulation
2026-09-03,-78.0,16.36,12.38,315.1,-28.1,997.0,demo_simulation
2026-09-03,-78.0,49.09,15.6,127.8,-24.9,977.9,demo_simulation
2026-09-03,-78.0,81.82,5.51,290.6,-20.0,998.6,demo_simulation
2026-09-03,-78.0,114.55,7.29,214.1,-24.8,977.3,demo_simulation
2026-09-03,-78.0,147.27,14.97,138.1,-23.5,977.0,demo_simulation
2026-09-03,-78.0,180.0,8.62,55.2,-27.5,1000.8,demo_simulation
2026-09-03,-75.43,-180.0,14.68,212.2,-23.0,999.5,demo_simulation
2026-09-03,-75.43,-147.27,5.66,226.6,-24.3,979.5,demo_simulation
2026-09-03,-75.43,-114.55,11.42,87.9,-20.1,1006.5,demo_simulation
2026-09-03,-75.43,-81.82,14.54,61.2,-17.4,990.8,demo_simulation
2026-09-03,-75.43,-49.09,12.1,18.5,-22.9,1003.6,demo_simulation
2026-09-03,-75.43,-16.36,16.12,270.5,-19.8,967.6,demo_simulation
2026-09-03,-75.43,16.36,16.11,27.1,-19.9,985.9,demo_simulation
2026-09-03,-75.43,49.09,7.44,16.3,-20.6,962.6,demo_simulation
2026-09-03,-75.43,81.82,12.46,199.1,-22.9,967.1,demo_simulation
2026-09-03,-75.43,114.55,17.0,118.9,-22.5,984.2,demo_simulation
2026-09-03,-75.43,147.27,11.2,131.9,-18.3,960.2,demo_simulation
2026-09-03,-75.43,180.0,14.08,339.5,-20.6,989.8,demo_simulation
2026-09-03,-72.86,-180.0,13.82,136.7,-20.9,977.9,demo_simulation
2026-09-03,-72.86,-147.27,6.2,79.7,-17.4,999.9,demo_simulation
2026-09-03,-72.86,-114.55,15.88,293.8,-16.8,1003.5,demo_simulation
2026-09-03,-72.86,-81.82,11.86,118.1,-19.4,970.6,demo_simulation
2026-09-03,-72.86,-49.09,8.52,269.5,-23.4,996.6,demo_simulation
2026-09-03,-72.86,-16.36,16.2,317.8,-18.4,962.1,demo_simulation
2026-09-03,-72.86,16.36,5.87,332.3,-16.5,994.5,demo_simulation
2026-09-03,-72.86,49.09,9.2,166.2,-17.5,982.8,demo_simulation
2026-09-03,-72.86,81.82,17.76,45.9,-21.3,976.2,demo_simulation
2026-09-03,-72.86,114.55,14.16,98.0,-16.0,969.0,demo_simulation
2026-09-03,-72.86,147.27,8.88,357.7,-18.0,998.2,demo_simulation
2026-09-03,-72.86,180.0,14.26,190.9,-23.8,987.1,demo_simulation
2026-09-03,-70.29,-180.0,12.82,215.2,-15.9,999.3,demo_simulation
2026-09-03,-70.29,-147.27,15.88,227.7,-19.9,965.3,demo_simulation
2026-09-03,-70.29,-114.55,9.82,304.5,-19.9,970.3,demo_simulation
2026-09-03,-70.29,-81.82,8.61,34.0,-15.0,1000.2,demo_simulation
2026-09-03,-70.29,-49.09,9.35,353.3,-15.8,973.1,demo_simulation
2026-09-03,-70.29,-16.36,11.75,141.1,-13.9,1009.4,demo_simulation
2026-09-03,-70.29,16.36,5.53,110.5,-17.2,981.8,demo_simulation
2026-09-03,-70.29,49.09,9.41,207.5,-19.0,978.0,demo_simulation
2026-09-03,-70.29,81.82,10.27,288.8,-19.4,1007.2,demo_simulation
2026-09-03,-70.29,114.55,6.92,190.6,-18.7,1000.1,demo_simulation
2026-09-03,-70.29,147.27,17.48,186.4,-15.5,989.1,demo_simulation
2026-09-03,-70.29,180.0,10.19,122.9,-16.9,974.0,demo_simulation
2026-09-03,-67.71,-180.0,5.09,227.7,-15.1,980.6,demo_simulation
2026-09-03,-67.71,-147.27,10.79,130.8,-10.6,994.8,demo_simulation
2026-09-03,-67.71,-114.55,9.83,14.9,-10.3,964.1,demo_simulation
2026-09-03,-67.71,-81.82,15.09,55.2,-14.2,996.6,demo_simulation
2026-09-03,-67.71,-49.09,16.17,285.3,-17.5,993.4,demo_simulation
2026-09-03,-67.71,-16.36,7.98,78.5,-15.1,987.5,demo_simulation
2026-09-03,-67.71,16.36,8.06,357.5,-13.1,976.2,demo_simulation
2026-09-03,-67.71,49.09,16.2,85.4,-9.3,964.0,demo_simulation
2026-09-03,-67.71,81.82,7.87,182.1,-18.9,992.4,demo_simulation
2026-09-03,-67.71,114.55,9.6,89.6,-21.8,993.4,demo_simulation
2026-09-03,-67.71,147.27,16.74,3.3,-18.2,991.6,demo_simulation
2026-09-03,-67.71,180.0,9.1,319.0,-14.3,987.4,demo_simulation
2026-09-03,-65.14,-180.0,17.21,300.2,-13.4,964.1,demo_simulation
2026-09-03,-65.14,-147.27,10.5,126.0,-11.1,963.3,demo_simulation
2026-09-03,-65.14,-114.55,14.96,114.3,-13.5,1007.9,demo_simulation
2026-09-03,-65.14,-81.82,13.34,350.3,-14.0,997.4,demo_simulation
2026-09-03,-65.14,-49.09,13.83,96.8,-17.4,978.8,demo_simulation
2026-09-03,-65.14,-16.36,5.3,33.5,-15.4,974.4,demo_simulation
2026-09-03,-65.14,16.36,11.7,355.9,-13.0,992.5,demo_simulation
2026-09-03,-65.14,49.09,6.28,34.6,-11.0,1009.2,demo_simulation
2026-09-03,-65.14,81.82,10.17,313.5,-13.7,989.2,demo_simulation
2026-09-03,-65.14,114.55,10.41,144.9,-8.4,985.8,demo_simulation
2026-09-03,-65.14,147.27,6.9,57.0,-8.4,963.6,demo_simulation
2026-09-03,-65.14,180.0,12.33,353.4,-16.6,1007.8,demo_simulation
2026-09-03,-62.57,-180.0,17.89,95.3,-10.6,995.0,demo_simulation
2026-09-03,-62.57,-147.27,16.15,49.7,-11.8,968.6,demo_simulation
2026-09-03,-62.57,-114.55,11.1,125.2,-14.4,993.3,demo_simulation
2026-09-03,-62.57,-81.82,5.55,341.5,-13.8,994.3,demo_simulation
2026-09-03,-62.57,-49.09,16.51,86.9,-12.1,964.5,demo_simulation
2026-09-03,-62.57,-16.36,17.58,226.3,-10.1,964.1,demo_simulation
2026-09-03,-62.57,16.36,15.58,169.5,-10.2,965.9,demo_simulation
2026-09-03,-62.57,49.09,16.71,177.8,-9.6,967.8,demo_simulation
2026-09-03,-62.57,81.82,6.65,9.3,-8.5,983.0,demo_simulation
2026-09-03,-62.57,114.55,12.71,245.1,-9.3,968.2,demo_simulation
2026-09-03,-62.57,147.27,5.17,242.4,-1.7,992.3,demo_simulation
2026-09-03,-62.57,180.0,6.96,210.4,-7.6,1005.7,demo_simulation
2026-09-03,-60.0,-180.0,13.59,137.7,-16.5,963.5,demo_simulation
2026-09-03,-60.0,-147.27,11.14,27.6,-9.1,965.3,demo_simulation
2026-09-03,-60.0,-114.55,13.52,61.5,-9.9,968.8,demo_simulation
2026-09-03,-60.0,-81.82,14.08,48.7,-12.8,980.2,demo_simulation
2026-09-03,-60.0,-49.09,9.38,174.7,-12.9,996.2,demo_simulation
2026-09-03,-60.0,-16.36,8.86,146.4,-7.4,975.7,demo_simulation
2026-09-03,-60.0,16.36,17.97,151.9,-9.5,980.0,demo_simulation
2026-09-03,-60.0,49.09,12.38,14.0,-14.3,976.1,demo_simulation
2026-09-03,-60.0,81.82,6.99,199.2,-4.2,981.1,demo_simulation
2026-09-03,-60.0,114.55,8.44,295.1,-11.3,967.7,demo_simulation
2026-09-03,-60.0,147.27,9.8,158.8,-15.3,981.8,demo_simulation
2026-09-03,-60.0,180.0,5.09,139.1,-7.4,999.5,demo_simulation
2026-09-02,-78.0,-180.0,12.17,188.5,-21.3,996.9,demo_simulation
2026-09-02,-78.0,-147.27,5.98,152.6,-26.9,998.5,demo_simulation
2026-09-02,-78.0,-114.55,8.52,356.8,-27.9,972.4,demo_simulation
2026-09-02,-78.0,-81.82,13.0,264.9,-21.2,1005.7,demo_simulation
2026-09-02,-78.0,-49.09,16.1,215.8,-21.8,970.1,demo_simulation
2026-09-02,-78.0,-16.36,8.83,15.8,-27.1,964.5,demo_simulation
2026-09-02,-78.0,16.36,14.17,70.1,-17.8,962.5,demo_simulation
2026-09-02,-78.0,49.09,13.63,162.7,-25.3,980.7,demo_simulation
2026-09-02,-78.0,81.82,10.85,346.6,-22.6,1002.0,demo_simulation
2026-09-02,-78.0,114.55,5.98,9.8,-19.5,964.6,demo_simulation
2026-09-02,-78.0,147.27,7.54,356.8,-25.7,988.8,demo_simulation
2026-09-02,-78.0,180.0,7.31,22.2,-19.6,963.6,demo_simulation
2026-09-02,-75.43,-180.0,10.57,183.8,-24.3,967.7,demo_simulation
2026-09-02,-75.43,-147.27,7.2,230.6,-23.8,976.6,demo_simulation
2026-09-02,-75.43,-114.55,14.93,286.4,-23.9,994.3,demo_simulation
2026-09-02,-75.43,-81.82,13.77,131.9,-24.6,988.1,demo_simulation
2026-09-02,-75.43,-49.09,14.26,77.5,-21.5,979.6,demo_simulation
2026-09-02,-75.43,-16.36,15.48,49.5,-25.9,1002.7,demo_simulation
2026-09-02,-75.43,16.36,16.9,192.3,-19.4,965.3,demo_simulation
2026-09-02,-75.43,49.09,5.61,127.7,-24.1,1006.4,demo_simulation
2026-09-02,-75.43,81.82,5.92,323.3,-21.5,995.4,demo_simulation
2026-09-02,-75.43,114.55,15.13,160.3,-26.9,978.2,demo_simulation
2026-09-02,-75.43,147.27,8.48,247.1,-22.0,997.7,demo_simulation
2026-09-02,-75.43,180.0,8.35,96.5,-26.0,985.2,demo_simulation
2026-09-02,-72.86,-180.0,8.31,100.0,-19.3,964.3,demo_simulation
2026-09-02,-72.86,-147.27,15.78,153.7,-18.4,983.3,demo_simulation
2026-09-02,-72.86,-114.55,8.22,219.2,-20.6,998.2,demo_simulation
2026-09-02,-72.86,-81.82,10.29,309.0,-19.9,988.5,demo_simulation
2026-09-02,-72.86,-49.09,9.57,197.8,-24.7,983.5,demo_simulation
2026-09-02,-72.86,-16.36,17.14,153.5,-14.1,983.5,demo_simulation
2026-09-02,-72.86,16.36,8.65,37.9,-17.0,972.4,demo_simulation
2026-09-02,-72.86,49.09,11.95,100.9,-17.3,991.3,demo_simulation
2026-09-02,-72.86,81.82,15.58,126.0,-21.7,985.9,demo_simulation
2026-09-02,-72.86,114.55,16.64,193.7,-16.7,964.5,demo_simulation
2026-09-02,-72.86,147.27,8.0,329.6,-17.0,998.4,demo_simulation
2026-09-02,-72.86,180.0,17.41,97.7,-21.9,990.6,demo_simulation
2026-09-02,-70.29,-180.0,14.27,340.8,-19.9,960.3,demo_simulation
2026-09-02,-70.29,-147.27,17.65,306.4,-18.3,1005.2,demo_simulation
2026-09-02,-70.29,-114.55,17.59,201.3,-13.6,989.1,demo_simulation
2026-09-02,-70.29,-81.82,9.4,326.0,-14.1,967.9,demo_simulation
2026-09-02,-70.29,-49.09,14.61,42.5,-18.4,971.7,demo_simulation
2026-09-02,-70.29,-16.36,6.18,244.1,-17.0,971.6,demo_simulation
2026-09-02,-70.29,16.36,12.01,242.7,-12.6,994.1,demo_simulation
2026-09-02,-70.29,49.09,15.56,27.6,-15.1,1002.1,demo_simulation
2026-09-02,-70.29,81.82,15.81,15.9,-11.4,973.4,demo_simulation
2026-09-02,-70.29,114.55,14.6,94.5,-17.7,969.8,demo_simulation
2026-09-02,-70.29,147.27,7.94,301.9,-15.8,985.1,demo_simulation
2026-09-02,-70.29,180.0,13.74,167.2,-15.3,982.1,demo_simulation
2026-09-02,-67.71,-180.0,11.45,249.7,-13.4,979.5,demo_simulation
2026-09-02,-67.71,-147.27,7.37,222.0,-15.9,1003.1,demo_simulation
2026-09-02,-67.71,-114.55,16.06,17.5,-18.6,988.6,demo_simulation
2026-09-02,-67.71,-81.82,8.68,198.2,-17.6,969.4,demo_simulation
2026-09-02,-67.71,-49.09,6.7,68.4,-14.3,976.8,demo_simulation
2026-09-02,-67.71,-16.36,10.57,77.0,-14.3,969.9,demo_simulation
